"ID","Name","Type","Rarity"
"Skin.Octane.LuminousAirplane01","Octane: Air Jordan 1","Decal","None"
"Skin.Octane.LuminousAirplaneLTE01","Octane: Jordan Joga Sinistro","Decal","None"
"Skin.Octane.Madking","Octane: Royal Tyrant","Decal","None"
"Skin.Octane.Mayan","Octane: Amikoo","Decal","None"
"Skin.Octane.Maze","Octane: Mazer","Decal","None"
"Skin.Octane.Mexico","Octane: Mexico","Decal","None"
"Skin.Octane.ModernArtGraffiti01","Octane: Chanoir","Decal","None"
"Skin.Octane.ModernArtGraffiti02","Octane: Hello My Name Is Brainwash","Decal","None"
"Skin.Octane.Mothman","Octane: Mothman","Decal","None"
"Skin.Octane.Murk","Octane: Merc with a Motor","Decal","Marvel"
"Skin.Octane.Nailsdid","Octane: Longclaw","Decal","None"
"Skin.Octane.Neon","Octane: Auto Aura","Decal","None"
"Skin.Octane.Niceshot","Octane: Nice Shot","Decal","None"
"Skin.Octane.Norway","Octane: Norway","Decal","None"
"Skin.Octane.NrgAway","Octane: NRG (Away)","Decal","None"
"Skin.Octane.NrgEsports","Octane: NRG","Decal","None"
"Skin.Octane.NRGHome","Octane: NRG (Home)","Decal","None"
"Skin.Octane.NRGSeason8Esports","Octane: NRG","Decal","None"
"Skin.Octane.NRGTC","Octane: NRG (Home)","Decal","None"
"Skin.Octane.NRGTCA","Octane: NRG (Away)","Decal","None"
"Skin.Octane.NwcBrazil","Octane: Brazil (Nike)","Decal","None"
"Skin.Octane.OctaneWavves","Octane: Whitecap","Decal","None"
"Skin.Octane.Oldmaze","Octane: Bleep-Bleep","Decal","None"
"Skin.Octane.Orbit","Octane: Orbital","Decal","None"
"Skin.Octane.Pinatamonster","Octane: Piñata Monster","Decal","None"
"Skin.Octane.Pod","Octane: Anakin's Podracer","Decal","Star Wars"
"Skin.Octane.Reaper","Octane: Reaper","Decal","None"
"Skin.Octane.Roadkill","Octane: Roadkill","Decal","None"
"Skin.Octane.S20RocketPass","Octane: Roadie","Decal","None"
"Skin.Octane.Sakura","Octane: Serene Sakura","Decal","None"
"Skin.Octane.Serbia","Octane: Serbia","Decal","None"
"Skin.Octane.Sharkbite","Octane: Lockjaw","Decal","None"
"Skin.Octane.Sharpstripe","Octane: Sharp Stripe","Decal","None"
"Skin.Octane.Skater","Octane: CheckWreck","Decal","None"
"Skin.Octane.Skulls","Octane: Skulls","Decal","None"
"Skin.Octane.Slayer","Octane: Dragon Slayer","Decal","None"
"Skin.Octane.Snowmansland","Octane: Sweater Fest","Decal","None"
"Skin.Octane.SnowyPeaks","Octane: Mountaintop","Decal","None"
"Skin.Octane.Sob","Octane: GRIMES","Decal","None"
"Skin.Octane.SolaryEsports","Octane: Solary (Home)","Decal","None"
"Skin.Octane.SolaryEsportsA","Octane: Solary (Away)","Decal","None"
"Skin.Octane.Spacemant","Octane: Space Cadet","Decal","None"
"Skin.Octane.SpacestationAway","Octane: Spacestation Gaming (Away)","Decal","None"
"Skin.Octane.Spacestationgaming","Octane: Spacestation Gaming (Home)","Decal","None"
"Skin.Octane.SpacestationgamingA","Octane: Spacestation Gaming (Away)","Decal","None"
"Skin.Octane.SpacestationgamingEsports","Octane: Spacestation Gaming","Decal","None"
"Skin.Octane.Spartan01","Octane: Boba Fett","Decal","Star Wars"
"Skin.Octane.Spartan02","Octane: Bo-Katan Kryze","Decal","Star Wars"
"Skin.Octane.Speedlines","Octane: Tenured","Decal","None"
"Skin.Octane.SplyceEsports","Octane: Splyce","Decal","None"
"Skin.Octane.Stars","Octane: Stars","Decal","None"
"Skin.Octane.StealthTraveler","Octane: Razortooth","Decal","None"
"Skin.Octane.Sticky01","Octane: Spider-Punk","Decal","Marvel"
"Skin.Octane.Sticky02","Octane: Classic Spider-Man","Decal","Marvel"
"Skin.Octane.Sticky03","Octane: Scarlet Spider","Decal","Marvel"
"Skin.Octane.Sticky04","Octane: Spider-Gwen","Decal","Marvel"
"Skin.Octane.Stripes","Octane: Stripes","Decal","None"
"Skin.Octane.Stylee","Octane: Styler","Decal","None"
"Skin.Octane.Sugar","Octane: Booyah","Decal","None"
"Skin.Octane.Sweden","Octane: Sweden","Decal","None"
"Skin.Octane.TeamBDS","Octane: Team BDS","Decal","None"
"Skin.Octane.Teambds024","Octane: Team BDS 2024","Decal","None"
"Skin.Octane.TeambdsEsports","Octane: Team BDS (Home)","Decal","None"
"Skin.Octane.TeambdsEsportsA","Octane: Team BDS (Away)","Decal","None"
"Skin.Octane.Teamliquid","Octane: Team Liquid (Home)","Decal","None"
"Skin.Octane.TeamliquidA","Octane: Team Liquid (Away)","Decal","None"
"Skin.Octane.TeamliquidAway","Octane: Team Liquid (Away)","Decal","None"
"Skin.Octane.TeamLiquidHome","Octane: Team Liquid (Home)","Decal","None"
"Skin.Octane.Teamsecret024","Octane: Team Secret 2024","Decal","None"
"Skin.Octane.TeamsecretAway","Octane: Team Secret (Away)","Decal","None"
"Skin.Octane.TeamsecretHome","Octane: Team Secret (Home)","Decal","None"
"Skin.Octane.Teamvitality024","Octane: Team Vitality 2024","Decal","None"
"Skin.Octane.Tech","Octane: Tech","Decal","None"
"Skin.Octane.Techarrows","Octane: Vector","Decal","None"
"Skin.Octane.Tentacles","Octane: Deep Challenger","Decal","None"
"Skin.Octane.Thunder01","Octane: Argentina (adidas)","Decal","Adidas"
"Skin.Octane.Thunder02","Octane: Belgium (adidas)","Decal","Adidas"
"Skin.Octane.Thunder03","Octane: Chile (adidas)","Decal","Adidas"
"Skin.Octane.Thunder04","Octane: Colombia (adidas)","Decal","Adidas"
"Skin.Octane.Thunder06","Octane: Costa Rica (adidas)","Decal","Adidas"
"Skin.Octane.Thunder08","Octane: Germany (adidas)","Decal","Adidas"
"Skin.Octane.Thunder09","Octane: Hungary (adidas)","Decal","Adidas"
"Skin.Octane.Thunder10","Octane: Italy (adidas)","Decal","Adidas"
"Skin.Octane.Thunder11","Octane: Jamaica (adidas)","Decal","Adidas"
"Skin.Octane.Thunder12","Octane: Mexico (adidas)","Decal","Adidas"
"Skin.Octane.Thunder13","Octane: Peru (adidas)","Decal","Adidas"
"Skin.Octane.Thunder14","Octane: Scotland (adidas)","Decal","Adidas"
"Skin.Octane.Thunder15","Octane: Spain (adidas)","Decal","Adidas"
"Skin.Octane.Thunder16","Octane: Venezuela (adidas)","Decal","Adidas"
"Skin.Octane.Thunder17","Octane: Wales (adidas)","Decal","Adidas"
"Skin.Octane.Thunder18","Octane: adidas - Predator","Decal","Adidas"
"Skin.Octane.Tigerstripes","Octane: Tyger","Decal","None"
"Skin.Octane.tsm024","Octane: TSM 2024","Decal","None"
"Skin.Octane.TSMesports","Octane: TSM","Decal","None"
"Skin.Octane.Tunisia","Octane: Tunisia","Decal","None"
"Skin.Octane.TuttiFruiti","Octane: Demonio","Decal","None"
"Skin.Octane.Tux10","Octane: Anniversary Formal","Decal","None"
"Skin.Octane.TuxBW","Octane: Fancy Formal","Decal","None"
"Skin.Octane.Valkyrie","Octane: Hyper Huntress","Decal","None"
"Skin.Octane.VenusTrapperr","Octane: Venus Trapper","Decal","None"
"Skin.Octane.Vitality","Octane: Team Vitality (Home)","Decal","None"
"Skin.Octane.VitalityA","Octane: Team Vitality (Away)","Decal","None"
"Skin.Octane.VitalityEsports","Octane: Team Vitality","Decal","None"
"Skin.Octane.Voyager","Octane: Turtle Tribe","Decal","None"
"Skin.Octane.WaterSlider","Octane: Summer Slide","Decal","None"
"Skin.Octane.Windlines","Octane: Windblast","Decal","None"
"Skin.Octane.Wings","Octane: Wings","Decal","None"
"Skin.Octane.Wolf","Octane: Lone Wolf","Decal","None"
"Skin.Octane.WubRecolor","Octane: Monstercat (Black & White)","Decal","None"
"Skin.Octane.Xmat","Octane: Kana","Decal","None"
"Skin.Octane.Yeasayer","Octane: LightLane","Decal","None"
"Skin.ODB.Flames","Admiral: Flames","Decal","None"
"Skin.ODB.Lightning","Admiral: Lightning","Decal","None"
"Skin.ODB.Livery1","Admiral: Submariner","Decal","None"
"Skin.ODB.Livery2","Admiral: Circuit","Decal","None"
"Skin.ODB.Stripes","Admiral: Stripes","Decal","None"
"Skin.ODB.Wings","Admiral: Wings","Decal","None"
"Skin.Peach.Metro","Insidio: Metro","Decal","None"
"Skin.Peach.Race","Insidio: Chequered Past","Decal","None"
"Skin.Peach.Stripes","Insidio: Stripes","Decal","None"
"Skin.Peach.Tech","Insidio: Tech","Decal","None"
"Skin.Pete.Livery01","Mazda RX-7: Drift Circuit","Decal","None"
"Skin.Pete.Livery02","Mazda RX-7: PrimeLine","Decal","None"
"Skin.Pete.Livery04","Mazda RX-7: Fight-Flight","Decal","None"
"Skin.Pete.Livery05","Mazda RX-7: Sakka","Decal","None"
"Skin.Pete.Pete","Mazda RX-7: Reel Life","Decal","None"
"Skin.Pickle.Flames","Void Burn: Flames","Decal","None"
"Skin.Pickle.Lightning","Void Burn: Lightning","Decal","None"
"Skin.Pickle.Livery1","Void Burn: Cadet's Kanji","Decal","None"
"Skin.Pickle.Livery2","Void Burn: Void Mask","Decal","None"
"Skin.Pickle.Stripes","Void Burn: Stripes","Decal","None"
"Skin.Pickle.Wings","Void Burn: Wings","Decal","None"
"Skin.Pixie.Cruisin","Lightning McQueen: Cruisin'","Decal","Kachow!"
"Skin.Pixie.Dino","Lightning McQueen: Dinoco","Decal","Kachow!"
"Skin.Pixie.Rust","Lightning McQueen: Rust-eze","Decal","Kachow!"
"Skin.Pumpernickel.Alita","Centio: L-ITA 99","Decal","None"
"Skin.Pumpernickel.Formula","Centio: Flagman","Decal","None"
"Skin.Pumpernickel.Mint","Centio: MiNT","Decal","None"
"Skin.Pumpernickel.Soundwave","Centio: Echo-Pulse","Decal","None"
"Skin.Pumpernickel.Stripes","Centio: Stripes","Decal","None"
"Skin.Pumpernickel.Tribal","Centio: Tribal","Decal","None"
"Skin.Quartz.A","007's Aston Martin DBS: Reel Life","Decal","Aston Martin"
"Skin.Quartz.Default","007's Aston Martin DBS: Reel Life (Custom)","Decal","Aston Martin"
"Skin.Quartz.Flames","007's Aston Martin DBS: Flames","Decal","Aston Martin"
"Skin.Quartz.Lightning","007's Aston Martin DBS: Lightning","Decal","Aston Martin"
"Skin.Quartz.Livery01","007's Aston Martin DBS: Solid Gold","Decal","Aston Martin"
"Skin.Quartz.Stripes","007's Aston Martin DBS: Tripes","Decal","Aston Martin"
"Skin.Quartz.Wings","007's Aston Martin DBS: Wings","Decal","Aston Martin"
"Skin.Raddish.Hallowed","Tyranno: Reviver","Decal","None"
"Skin.Rafael.A","Ferrari 296 GTB: Assetto Fiorano","Decal","Ferrari"
"Skin.Rafael.B","Ferrari 296 GTB: Assetto Fiorano (Custom)","Decal","Ferrari"
"Skin.Rafael.Flames","Ferrari 296 GTB: Flames","Decal","Ferrari"
"Skin.Rafael.Lightning","Ferrari 296 GTB: Lightning","Decal","Ferrari"
"Skin.Rafael.Livery2","Ferrari 296 GTB: Rosso Ferrari F1-75","Decal","Ferrari"
"Skin.Rafael.Livery3","Ferrari 296 GTB: Rosso Corsa","Decal","Ferrari"
"Skin.Rafael.Stripes","Ferrari 296 GTB: Stripes","Decal","Ferrari"
"Skin.Rafael.Wings","Ferrari 296 GTB: Wings","Decal","Ferrari"
"Skin.Rage.A","Lamborghini Countach LPI 800-4: Argento Luna","Decal","Lamborghini"
"Skin.Rage.Flames","Lamborghini Countach LPI 800-4: Flames","Decal","Lamborghini"
"Skin.Rage.Hug","Lamborghini Countach LPI 800-4: Shirai Ryu Wrapped","Decal","Lamborghini"
"Skin.Rage.Hug2","Lamborghini Countach LPI 800-4: Lin Kuei Wrapped","Decal","Lamborghini"
"Skin.Rage.Lightning","Lamborghini Countach LPI 800-4: Lightning","Decal","Lamborghini"
"Skin.Rage.Rage02","Lamborghini Countach LPI 800-4: Opalescent","Decal","Lamborghini"
"Skin.Rage.Stripes","Lamborghini Countach LPI 800-4: Stripes","Decal","Lamborghini"
"Skin.Rage.Wings","Lamborghini Countach LPI 800-4: Wings","Decal","Lamborghini"
"Skin.Ran.A","McLaren 765LT: McLaren 765 (Silver)","Decal","McLaren"
"Skin.Ran.Chrome01","McLaren 765LT: GM08","Decal","None"
"Skin.Ran.Chrome02","McLaren 765LT: TB3","Decal","None"
"Skin.Ran.Geofade","McLaren 765LT: Geofade","Decal","McLaren"
"Skin.Ran.Lightning","McLaren 765LT: Lightning","Decal","McLaren"
"Skin.Ran.Lion","McLaren 765LT: Tigerclaw","Decal","McLaren"
"Skin.Ran.Stripe","McLaren 765LT: Stripes","Decal","McLaren"
"Skin.Ran.Tech","McLaren 765LT: Tech","Decal","McLaren"
"Skin.Rattrap.Camoall","Outlaw: Camo","Decal","None"
"Skin.Rattrap.CoyoteBitesall","Outlaw: Coyotl","Decal","None"
"Skin.Rattrap.Frostedall","Outlaw: Ombre","Decal","None"
"Skin.Rattrap.Gustall","Outlaw: Sally","Decal","None"
"Skin.Rattrap.Hardlineall","Outlaw: Hardline","Decal","None"
"Skin.Rattrap.Huntress","Outlaw: Huntress","Decal","None"
"Skin.Rattrap.Levenall","Outlaw: Notched","Decal","None"
"Skin.Rattrap.Stripesall","Outlaw: Stripes","Decal","None"
"Skin.Rattrap.Thickall","Outlaw: Block Trim","Decal","None"
"Skin.Rebar.00","Diesel: 00","Decal","None"
"Skin.Rebar.Flames","Diesel: Flames","Decal","None"
"Skin.Rebar.Lightning","Diesel: Lightning","Decal","None"
"Skin.Rebar.Seven","Diesel: Lucky 7","Decal","None"
"Skin.Rebar.Stripes","Diesel: Stripes","Decal","None"
"Skin.Rebar.Wings","Diesel: Wings","Decal","None"
"Skin.Retro.Crisp","Nimbus: Crispi","Decal","None"
"Skin.Retro.Cyborg","Nimbus: Austromancer","Decal","None"
"Skin.Retro.Fire","Nimbus: Fornax","Decal","None"
"Skin.Retro.Gray04","Nimbus: AC Milan (Puma x Off-White)","Decal","PUMA"
"Skin.Retro.Gray05","Nimbus: AC Milan (Puma x Off-White) Alt.","Decal","PUMA"
"Skin.Retro.Stockcar","Nimbus: Draft Racer","Decal","None"
"Skin.Retro.Stripes","Nimbus: Stripes","Decal","None"
"Skin.Retro.Sunsetstrip","Nimbus: Skyrider","Decal","None"
"Skin.Rhino.bugout","Road Hog: Bugbastic","Decal","None"
"Skin.Rhino.Flames","Road Hog: Flames","Decal","None"
"Skin.Rhino.GL","Road Hog: Cyborg","Decal","None"
"Skin.Rhino.Icecream","Road Hog: Sundae","Decal","None"
"Skin.Rhino.Lighting","Road Hog: Lightning","Decal","None"
"Skin.Rhino.Responseteam","Road Hog: Response Team","Decal","None"
"Skin.Rhino.Roadhog","Road Hog: Heart Hog","Decal","None"
"Skin.Rhino.Skulls","Road Hog: Skulls","Decal","None"
"Skin.Rhino.Stars","Road Hog: Stars","Decal","None"
"Skin.Rhino.Stripes","Road Hog: Stripes","Decal","None"
"Skin.Rhino.Watermelon","Road Hog: Watermelon","Decal","None"
"Skin.Rhino.Wings","Road Hog: Wings","Decal","None"
"Skin.Rio.Livery1","RAM RHO 1500: Guts","Decal","RAM"
"Skin.Rio.Livery2","RAM RHO 1500: Glory","Decal","RAM"
"Skin.Rio.Livery3","RAM RHO 1500: Flame Red","Decal","RAM"
"Skin.Ron.B","McLaren 570S: Silver","Decal","McLaren"
"Skin.Ron.Dragoncat1","McLaren 570S: deadmau5 Phase","Decal","Icon"
"Skin.Ron.Dragoncat2","McLaren 570S: deadmau5 Blaze","Decal","Icon"
"Skin.Ron.Flames","McLaren 570S: Flames","Decal","McLaren"
"Skin.Ron.Lightning","McLaren 570S: Lightning","Decal","McLaren"
"Skin.Ron.Stripes","McLaren 570S: Stripes","Decal","McLaren"
"Skin.Ron.Wings","McLaren 570S: Wings","Decal","McLaren"
"Skin.Ruckus.Flames","Xentari: Flames","Decal","None"
"Skin.Ruckus.Lightning","Xentari: Lightning","Decal","None"
"Skin.Ruckus.Livery1","Xentari: Corvidae Hubris","Decal","None"
"Skin.Ruckus.Livery2","Xentari: Carrion Colorway","Decal","None"
"Skin.Ruckus.Stripes","Xentari: Stripes","Decal","None"
"Skin.Ruckus.Wings","Xentari: Wings","Decal","None"
"Skin.Rye.Colorblocktierall","Maverick: Block Trim","Decal","None"
"Skin.Rye.Offsetstripetierall","Maverick: Stripe Racer","Decal","None"
"Skin.Rye.Racertierall","Maverick: Circuit Pro","Decal","None"
"Skin.Rye.Volttierall","Maverick: Baller","Decal","None"
"Skin.Rye.Windfiretierall","Maverick: Gale-Fire","Decal","None"
"Skin.RyzaRevT1.Flames","Ryza Trophy: Flames","Decal","None"
"Skin.RyzaRevT1.Lightning","Ryza Trophy: Lightning","Decal","None"
"Skin.RyzaRevT1.Livery01","Ryza Trophy: Victor","Decal","None"
"Skin.RyzaRevT1.Livery02","Ryza Trophy: Pit Box","Decal","None"
"Skin.RyzaRevT1.Stripes","Ryza Trophy: Stripes","Decal","None"
"Skin.RyzaRevT1.Wings","Ryza Trophy: Wings","Decal","None"
"Skin.RyzaRevT2.Flames","Ryza T60: Flames","Decal","None"
"Skin.RyzaRevT2.Lightning","Ryza T60: Lightning","Decal","None"
"Skin.RyzaRevT2.Livery01","Ryza T60: Victor","Decal","None"
"Skin.RyzaRevT2.Livery02","Ryza T60: Pit Box","Decal","None"
"Skin.RyzaRevT2.Stripes","Ryza T60: Stripes","Decal","None"
"Skin.RyzaRevT2.Wings","Ryza T60: Wings","Decal","None"
"Skin.SandScreen.01","?INT?Product","Decal","None"
"Skin.SandScreen.02","?INT?Product","Decal","None"
"Skin.SandScreen.03","?INT?Product","Decal","None"
"Skin.SandScreen.04","?INT?Product","Decal","None"
"Skin.Sassy.Flames","Nissan Z Performance: Flames","Decal","Nissan"
"Skin.Sassy.Lightning","Nissan Z Performance: Lightning","Decal","Nissan"
"Skin.Sassy.Stripes","Nissan Z Performance: Stripes","Decal","Nissan"
"Skin.Sassy.Wings","Nissan Z Performance: Wings","Decal","Nissan"
"Skin.ScarB.05","NASCAR Next Gen Chevrolet Camaro: NASCAR Next Gen Chevrolet Camaro ZL1","Decal","None"
"Skin.ScarB.014","NASCAR Next Gen Chevrolet Camaro: RL Classic","Decal","None"
"Skin.ScarB.Ramuh01","?INT?Product","Decal","None"
"Skin.ScarB.Ramuh02","?INT?Product","Decal","None"
"Skin.ScarB.Ramuh03","?INT?Product","Decal","None"
"Skin.ScarB.Ramuh04","?INT?Product","Decal","None"
"Skin.ScarB.Ramuh05","?INT?Product","Decal","None"
"Skin.ScarB.Ramuh06","?INT?Product","Decal","None"
"Skin.ScarB.Ramuh07","?INT?Product","Decal","None"
"Skin.ScarB.Ramuh08","?INT?Product","Decal","None"
"Skin.SeasaltT1.Flames","Nissan Silvia: Flames","Decal","Nissan"
"Skin.SeasaltT1.Frosted","Nissan Silvia: Ombre","Decal","Nissan"
"Skin.SeasaltT1.Liberty","Nissan Silvia: LB - Super Silhouette","Decal","Nissan"
"Skin.SeasaltT1.Lightning","Nissan Silvia: Lightning","Decal","Nissan"
"Skin.SeasaltT1.Simon","Nissan Silvia: Nismo","Decal","Nissan"
"Skin.SeasaltT1.Stripes","Nissan Silvia: Stripes","Decal","Nissan"
"Skin.SeasaltT1.Wings","Nissan Silvia: Wings","Decal","Nissan"
"Skin.SeasaltT2.Flames","Nissan Silvia RLE: Flames","Decal","Nissan"
"Skin.SeasaltT2.Frosted","Nissan Silvia RLE: Ombre","Decal","Nissan"
"Skin.SeasaltT2.Lightning","Nissan Silvia RLE: Lightning","Decal","Nissan"
"Skin.Seba.Flames","Quadra Turbo-R: Flames","Decal","None"
"Skin.Seba.Lightning","Quadra Turbo-R: Lightning","Decal","None"
"Skin.Seba.Livery1","Quadra Turbo-R: V-Tech","Decal","None"
"Skin.Seba.Livery2","Quadra Turbo-R: Red Raijin","Decal","None"
"Skin.Seba.Livery3","Quadra Turbo-R: Green Raijin","Decal","None"
"Skin.Seba.Stripes","Quadra Turbo-R: Stripes","Decal","None"
"Skin.Seba.Wings","Quadra Turbo-R: Wings","Decal","None"
"Skin.Shark.Flames","Peregrine TT: Flames","Decal","None"
"Skin.Shark.Lightning","Peregrine TT: Lightning","Decal","None"
"Skin.Shark.Stripes","Peregrine TT: Stripes","Decal","None"
"Skin.Shark.Techarrows","Peregrine TT: Vector","Decal","None"
"Skin.Shark.Wings","Peregrine TT: Wings","Decal","None"
"Skin.SheepBolt.Flames","Rivian R1S: Flames","Decal","Rivian"
"Skin.SheepBolt.Lightning","Rivian R1S: Lightning","Decal","Rivian"
"Skin.SheepBolt.Livery01","Rivian R1S: R.A.D.","Decal","Rivian"
"Skin.SheepBolt.LuminousAirplane01","Rivian R1S: Air Jordan 6 ""Infrared""","Decal","Rivian"
"Skin.SheepBolt.LuminousAirplane02","Rivian R1S: Air Jordan 4 ""White Cement""","Decal","Rivian"
"Skin.SheepBolt.Stripes","Rivian R1S: Stripes","Decal","Rivian"
"Skin.SheepBolt.Wings","Rivian R1S: Wings","Decal","Rivian"
"Skin.Sixty.A","BMW M240i: Thundernight Metallic","Decal","BMW"
"Skin.Sixty.Flames","BMW M240i: Flames","Decal","BMW"
"Skin.Sixty.Lightning","BMW M240i: Lightning","Decal","BMW"
"Skin.Sixty.Stripes","BMW M240i: Stripes","Decal","BMW"
"Skin.Sixty.Wings","BMW M240i: Wings","Decal","BMW"
"Skin.Slick.Slick01","Megastar: Cold-blooded","Decal","None"
"Skin.Slick.Slick02","Megastar: Crosshair","Decal","None"
"Skin.Slick.Slick03","Megastar: Lightwave","Decal","None"
"Skin.Slick.Slick04","Megastar: Midnight Gold","Decal","None"
"Skin.Smoke.ClydeSS","1966 Cadillac DeVille: Snoop Wrapped","Decal","Icon"
"Skin.Smoke.Livery1","1966 Cadillac DeVille: White Pinstripe","Decal","Icon"
"Skin.Smoke.Livery2","1966 Cadillac DeVille: Blue Pinstripe","Decal","Icon"
"Skin.Smoke.Livery3","1966 Cadillac DeVille: LBC '93","Decal","Icon"
"Skin.Sourdough.AW","Jäger 619: Walker World","Decal","Alan Walker"
"Skin.Sourdough.BoltSplitter","Jäger 619: Mister Monsoon","Decal","None"
"Skin.Sourdough.DivineStyler","Jäger 619: Shark Tooth","Decal","None"
"Skin.Sourdough.Heavy","Jäger 619: Puppetmaster","Decal","Icon"
"Skin.Sourdough.JackRabbit","Jäger 619: Hip-Hop","Decal","None"
"Skin.Sourdough.Jawbone","Jäger 619: Camazotz","Decal","None"
"Skin.Sourdough.Livery","Jäger 619: Circuit Pro","Decal","None"
"Skin.Sourdough.Meteor","Jäger 619: The Summit","Decal","None"
"Skin.Sourdough.Sixteen","Jäger 619: XVI","Decal","None"
"Skin.Sourdough.Squid","Jäger 619: Kraken","Decal","None"
"Skin.Sourdough.Starlighter","Jäger 619: StarLighter","Decal","None"
"Skin.Sourdough.Storm","Jäger 619: Storm Warning","Decal","None"
"Skin.Sourdough.Stripes","Jäger 619: Stripes","Decal","None"
"Skin.Sourdough.Thunder","Jäger 619: adidas - F50","Decal","Adidas"
"Skin.Sourdough.Tri","Jäger 619: Euphoria","Decal","None"
"Skin.Sourdough.Viral","Jäger 619: Neo-Viral","Decal","None"
"Skin.Spartan.SpartanA","Beskar: Beskar (Din Djarin)","Decal","Star Wars"
"Skin.Spartan.SpartanB","Beskar: Boba Fett","Decal","Star Wars"
"Skin.Spartan.SpartanC","Beskar: Bo-Katan Kryze","Decal","Star Wars"
"Skin.Spartan.SpartanD","Beskar: The Armorer","Decal","Star Wars"
"Skin.Spartan.SpartanE","Beskar: Sabine Wren","Decal","Star Wars"
"Skin.Spike.Flames","Havoc: Flames","Decal","None"
"Skin.Spike.LIvery02","Havoc: Augmented","Decal","None"
"Skin.Spike.Livery03","Havoc: Ice Vice","Decal","None"
"Skin.Spike.Stripes","Havoc: Stripes","Decal","None"
"Skin.SportyTack.Flames","Zefira: Flames","Decal","None"
"Skin.SportyTack.Lightning","Zefira: Lightning","Decal","None"
"Skin.SportyTack.Livery01","Zefira: Juniper","Decal","None"
"Skin.SportyTack.Livery02","Zefira: Angular Flow","Decal","None"
"Skin.SportyTack.Stripes","Zefira: Stripes","Decal","None"
"Skin.SportyTack.Wings","Zefira: Wings","Decal","None"
"Skin.Sprinkle.Sprinkle02","Homer's Car: Springfield Isotopes","Decal","None"
"Skin.Sprinkle.Sprinkle03","Homer's Car: Radioactive Man","Decal","None"
"Skin.Sprinkle.Sprinkle04","Homer's Car: Krusty Burger","Decal","None"
"Skin.Squash.Aventurine01","Cyclone: Miku Rider Beam","Decal","Icon"
"Skin.Squash.Aventurine02","Cyclone: Miku Rider Lite","Decal","Icon"
"Skin.Squash.Basic","Cyclone: Sliver","Decal","None"
"Skin.Squash.BatterUp","Cyclone: Bat Boy","Decal","None"
"Skin.Squash.Eh","Cyclone: Nick Eh 30","Decal","Icon"
"Skin.Squash.Flames","Cyclone: Flames","Decal","None"
"Skin.Squash.Lita","Cyclone: L-ita 99","Decal","None"
"Skin.Squash.MountainTop","Cyclone: Whiteout","Decal","None"
"Skin.Squash.Omens","Cyclone: Martian Wind","Decal","None"
"Skin.Squash.Stripes","Cyclone: Stripes","Decal","None"
"Skin.Squash.Tech","Cyclone: Tech","Decal","None"
"Skin.Squash.Thunder","Cyclone: adidas - Copa","Decal","Adidas"
"Skin.StubbyHog.Flames","BMW M2 Racing: Flames","Decal","BMW"
"Skin.StubbyHog.Lightning","BMW M2 Racing: Lightning","Decal","BMW"
"Skin.StubbyHog.Livery01","BMW M2 Racing: Juniper","Decal","BMW"
"Skin.StubbyHog.Livery02","BMW M2 Racing: Angular Flow","Decal","BMW"
"Skin.StubbyHog.Livery03","BMW M2 Racing: BMW Motorsport","Decal","BMW"
"Skin.StubbyHog.Stripes","BMW M2 Racing: Stripes","Decal","BMW"
"Skin.StubbyHog.Wings","BMW M2 Racing: Wings","Decal","BMW"
"Skin.SuperOmega.Flames","Maven: Flames","Decal","None"
"Skin.SuperOmega.Lightning","Maven: Lightning","Decal","None"
"Skin.SuperOmega.Livery01","Maven: Juniper","Decal","None"
"Skin.SuperOmega.Livery02","Maven: Angular Flow","Decal","None"
"Skin.SuperOmega.Stripes","Maven: Stripes","Decal","None"
"Skin.SuperOmega.Wings","Maven: Wings","Decal","None"
"Skin.TagTiger.Flames","Chrysler Pacifica: Flames","Decal","Chrysler"
"Skin.TagTiger.01","Chrysler Pacifica: Diamond Black Crystal","Decal","Chrysler"
"Skin.TagTiger.02","Chrysler Pacifica: Family Van","Decal","Chrysler"
"Skin.TagTiger.03","Chrysler Pacifica: Road Ready","Decal","Chrysler"
"Skin.TagTiger.Wings","Chrysler Pacifica: Wings","Decal","Chrysler"
"Skin.Ten.Flames","Bugatti Centodieci: Flames","Decal","Bugatti"
"Skin.Ten.Lightning","Bugatti Centodieci: Lightning","Decal","Bugatti"
"Skin.Ten.Livery01","Bugatti Centodieci: Noire","Decal","Bugatti"
"Skin.Ten.Livery02","Bugatti Centodieci: Solid Gold","Decal","Bugatti"
"Skin.Ten.Livery03","Bugatti Centodieci: Cosmic Chrome","Decal","Bugatti"
"Skin.Ten.Stripes","Bugatti Centodieci: Stripes","Decal","Bugatti"
"Skin.Ten.Wings","Bugatti Centodieci: Wings","Decal","Bugatti"
"Skin.Thrice.FlamesAll","Fuse: Flames","Decal","None"
"Skin.Thrice.Lightning","Fuse: Lightning","Decal","None"
"Skin.Thrice.Livery1","Fuse: Fluorescent","Decal","None"
"Skin.Thrice.Livery2","Fuse: Whip-Tail","Decal","None"
"Skin.Thrice.Stripes","Fuse: Stripes","Decal","None"
"Skin.Thrice.ThickLine","Fuse: Formline","Decal","None"
"Skin.Thrice.Wings","Fuse: Wings","Decal","None"
"Skin.Tomahawk.Common","Jackal: Midline","Decal","None"
"Skin.Tomahawk.Flames","Jackal: Flames","Decal","None"
